#,Project,Tracker,Parent task,Status,Priority,Subject,Author,Assignee,Updated,Category,Target version,Start date,Due date,Estimated time,Spent time,% Done,Created,Closed,Related issues,Function Category,Rank,Actual Start Date,Actual Due Date,External Id,FS Update,FS Update Category,Schedule Impact,Estimated Impact,Actual Impact,Current Assignee,Discovered Test Process,Occurrence Condition,Cause Identified on,Cause Classification,Insertion Phase,Related member,Completion Condition,Assignee on Vendor side,Free text_1,Free text_2,Free text_3,Free numeric value_1,Free numeric value_2,Free numeric value_3,Private,Description
5607,4865_Post DRAGON Core Development,Bug,"",Closed,High,B00047-Batch getting stopped when no data in logical pipelien trn,Testlink System,SANGEETHA RAGHUNATHAN,03/19/2016 01:30 PM,"","",03/18/2016,03/19/2016,"",0,100,03/18/2016 01:02 PM,03/19/2016 01:30 PM,"",Batch / ???,C,03/18/2016,"",B000047,No,"",No,"","",RNTBCI,?????/Joint test,normal,03/18/2016,Bug / ??,Implementation,SAMBIT BEDANTA,"","",JT,"",LOT3#3,"","","",No,"Execute the batch with no records in logical pipeline trn.

Excepted:
Batch should process for the next record.

Actual:
batch getting stopped  by updating the error message."
5606,4865_Post DRAGON Core Development,Bug,"",Closed,High,B000047-Parameter check for VIN allocation fails.,Testlink System,SANGEETHA RAGHUNATHAN,03/18/2016 04:36 PM,"","",03/18/2016,03/22/2016,"",0,100,03/18/2016 12:55 PM,03/18/2016 04:36 PM,"",Batch / ???,C,03/18/2016,"",B000047,No,"",No,"","",RNTBCI,?????/Joint test,normal,03/18/2016,Bug / ??,Implementation,SAMBIT BEDANTA,"","",JT,"",LOT3#3,"","","",No,"Execute the batch with paraemter cd as VIN_ALLOCATION_TO_LOGICAL_PIPELINE in parameter mst.
Batch is not considering this parameter.

Actual;
Batch is considering VIN ALLOCATION TO LOGICAL PIPELINE.
Excepted:
As per standard it should be done using this ""VIN_ALLOCATION_TO_LOGICAL_PIPELINE""."
5602,4865_Post DRAGON Core Development,Bug,"",Resolved,Normal,S019:Wrong order qty is displayed in grid.(Indicus_381),NIKHIL RUIKAR,SAMBIT BEDANTA,03/31/2016 09:03 PM,"","",03/18/2016,03/21/2016,"",0,80,03/18/2016 10:12 AM,"","",Screen / ??,A,"","",S019,No,"",No,"","",RNTBCI,?????/Integration Test,normal,"","","","","","","","","","","","",No,"Wrong order qty is displayed in grid.


PFA file"
5600,4865_Post DRAGON Core Development,Bug,"",New,High,Lot-2/11009-7403:[Access Control /General]: JST for 'Changed Date & Time' is not implemented in Search Result grid,Testlink System,SOUNDERARAJAN DASHINA,03/17/2016 09:18 PM,"","",03/17/2016,03/18/2016,"",0,0,03/17/2016 09:15 PM,"","",Screen / ??,B,03/17/2016,03/18/2016,S051,No,"",No,"","",RNTBCI,?????/Joint test,normal,03/17/2016,Bug / ??,Implementation,SAMBIT BEDANTA,"","","","","","","","",No,""
5599,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,[S026] - Page not loading Fully.,PAVANI PINNAKA,JAIKUMAR VELLINGIRI,03/18/2016 05:23 PM,"","",03/17/2016,03/21/2016,"",0,100,03/17/2016 08:19 PM,03/18/2016 05:23 PM,"",Screen / ??,C,03/17/2016,03/18/2016,S026,No,"",No,"","",RNTBCI,?????/Joint test,normal,03/17/2016,Bug / ??,Implementation,SAMBIT BEDANTA,"","",UT,"","","","","",No,"Step 1: Login to PD as an Exporter --> Navigate to S026 --> Choose Check box ""Order"" in Download Item.
Step 2: Choose POR and Observe

Actual: On select of POR Drop down, Page loading is taking time.
Expected: It should load within 1 or 2 seconds."
5584,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,B051-Suspended flag not created correctly.,HARIHARAKUMARAN SOLAISAMY,HARIHARAKUMARAN SOLAISAMY,03/30/2016 01:28 PM,"","",03/17/2016,"","",0,100,03/17/2016 05:09 PM,03/30/2016 01:28 PM,Related to #5864,Batch / ???,B,"","",B000051,No,"",No,"","",NML,?????/Integration Test,normal,"",Bug / ??,"",HARIHARAKUMARAN SOLAISAMY,"","","","","","","","",No,"For OSEI ID - OSEI0000000000288345 EI suspended date is 20150731.
while executing batch 51, base data created suspended flag as 1 for all the weeks for this OSEI ID.
But expected is only 3, 4 & 5 weeks should be suspended.
first two weeks record should be created with out suspend.

Please find the attached screen shot and log."
5583,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,[Access Control] - [S026] - 11009-5921: Importer - OCF Region dropdown values are Wrong,Testlink System,JAIKUMAR VELLINGIRI,03/18/2016 05:23 PM,"","",03/17/2016,03/19/2016,"",0,100,03/17/2016 04:30 PM,03/18/2016 05:22 PM,"",Screen / ??,B,03/17/2016,03/19/2016,S026,No,"",No,"","",RNTBCI,?????/Joint test,normal,03/17/2016,Not a Defect - As Excpected / ????,Implementation,SAMBIT BEDANTA,"","",UT,"","","","","",No,"Login to PD as an Importer --> Navigate to S026 --> Select POR and BuyerGroup --> Check OCF Region
drop down values

Actual: values not match with DB output
Expected: It should match DB values"
5577,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,Lot: 3 - S080 Date format is wrong in result grid.,BALASABAPATHY DHANAKOTI,BALASABAPATHY DHANAKOTI,03/17/2016 08:23 PM,"","",03/17/2016,03/18/2016,"",0,100,03/17/2016 03:28 PM,03/17/2016 08:23 PM,"",Screen / ??,C,03/17/2016,03/18/2016,S080,No,"",No,"","",RNTBCI,?????/Joint test,Abnormal,03/17/2016,Defective Design / ????,Implementation,SAMBIT BEDANTA,"","",JT,"",Lot3#1,"","","",No,"1. Login as GSV/Exp/Imp/RHQ
2. Enter the URL: http://10.244.24.90:8080/iOTDDRAGON/S080.jsf
3. Select Calendar year month, POR cd
4. Click Search.

Expected: Date format should be as: 01-Jan-16 (WED).
Actual: Month is in numbers and day is not in brackets.
"
5576,4865_Post DRAGON Core Development,Issue,"",Feedback,Normal,S-74- can you please clarify the difference between clear and cancel button ,HARIHARAKUMARAN SOLAISAMY,HARIHARAKUMARAN SOLAISAMY,03/17/2016 07:50 PM,"","",03/17/2016,"","",0,50,03/17/2016 03:26 PM,"","",Screen / ??,B,"","",S074,"","",No,"","",NML,"","","","","","","","","","","","","","",No,S-74- can you please clarify the difference between clear and cancel button 
5575,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,S074- please clarify the Usage of Save button in main Screen,HARIHARAKUMARAN SOLAISAMY,HARIHARAKUMARAN SOLAISAMY,03/24/2016 02:31 PM,"","",03/17/2016,"","",0,100,03/17/2016 03:24 PM,03/24/2016 02:31 PM,"",Screen / ??,B,"","",S074,No,"",No,"","",NML,?????/Integration Test,normal,"",Bug / ??,Testing,PRASHANT CHOTHANI,"","","","","","","","",No,S074- please clarify the Usage of Save button in main Screen
5574,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,"Lot: 3 - S080 Order take base period, Order take base period type cd, Event columns are not left aligned in result grid.",BALASABAPATHY DHANAKOTI,BALASABAPATHY DHANAKOTI,03/17/2016 08:24 PM,"","",03/17/2016,03/18/2016,"",0,100,03/17/2016 03:23 PM,03/17/2016 08:24 PM,"",Screen / ??,C,03/17/2016,03/18/2016,S080,No,"",No,"","",RNTBCI,?????/Joint test,Abnormal,03/17/2016,Bug / ??,Implementation,SAMBIT BEDANTA,"","",JT,"",Lot3#1,"","","",No,"1. Login as GSV/Exp/Imp/RHQ
2. Enter the URL: http://10.244.24.90:8080/iOTDDRAGON/S080.jsf
3. Select Calendar year month, POR cd
4. Click Search.

Expected: Order take base period, Order take base period type cd, Event columns should be left aligned in result grid.
Actual: Those are center aligned.
"
5573,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,Lot: 3 - S080 All column headers are not underlined in result grid.,BALASABAPATHY DHANAKOTI,BALASABAPATHY DHANAKOTI,03/17/2016 08:25 PM,"","",03/17/2016,03/18/2016,"",0,100,03/17/2016 03:17 PM,03/17/2016 08:25 PM,"",Screen / ??,C,03/17/2016,03/18/2016,S080,No,"",No,"","",RNTBCI,?????/Joint test,Abnormal,03/17/2016,Defective Design / ????,Implementation,SAMBIT BEDANTA,"","",JT,"",Lot3#1,"","","",No,"1. Login as GSV/Exp/Imp/RHQ
2. Enter the URL: http://10.244.24.90:8080/iOTDDRAGON/S080.jsf
3. Select Calendar year month, POR cd
4. Click Search.

Expected: All column headers should be underlined in result grid.
Actual: Header are not underlined.
"
5572,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,Lot: 3 - S080 Order take base period format is wrong in result grid.,BALASABAPATHY DHANAKOTI,BALASABAPATHY DHANAKOTI,03/17/2016 11:06 PM,"","",03/17/2016,03/18/2016,"",0,100,03/17/2016 03:13 PM,03/17/2016 11:06 PM,"",Screen / ??,C,03/17/2016,03/18/2016,S080,No,"",No,"","",RNTBCI,?????/Joint test,Abnormal,03/17/2016,Bug / ??,Implementation,SAMBIT BEDANTA,"","",JT,"",Lot3#1,"","","",No,"1. Login as GSV/Exp/Imp/RHQ
2. Enter the URL: http://10.244.24.90:8080/iOTDDRAGON/S080.jsf
3. Select Calendar year month, POR cd
4. Click Search.

Expected: Order take base period should be as: YYYY-MM.
Actual: Hyphen is missing between YYYY and MM.
"
5571,4865_Post DRAGON Core Development,Bug,"",Feedback,Normal,"[Business Issue-All Screens]-User is able to modify data in all screens, when Screens are LOCKED in S027",MOHANADEEPA CHANDRAN,MOHANADEEPA CHANDRAN,03/28/2016 02:38 PM,"","",03/17/2016,03/18/2016,"",0,50,03/17/2016 03:09 PM,"","",Screen / ??,A,03/17/2016,03/18/2016,S027,No,"",No,"","",RNTBCI,?????/Joint test,normal,03/17/2016,Not a Defect - As Excpected / ????,Implementation,SAMBIT BEDANTA,"","","","","","","","",No,"1. Login as ADMIN user 
2. Load screen S027.
3. Select POR=10, and select Order Take Base Period=201511
4. Check the 'Screen Lock Flag (Exporter)' and 'Screen Lock Flag (RHQ)'
5. Click on SAVE ->YES
-----
1. Now Login as EXPORTER user 
2. Load screen S010.
3. Search for POR=10 records
4. Update the HORIZON value.

Actual: Exporter user is able to update values, when all the screens are LOCKED in S027.
Expected: Exporter user should not be able to update values, when all the screens are LOCKED in S027.(holds good for RHQ users also)

PFA

"
5570,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,Lot: 3 - S080 POR description is missing in POR column in result grid.,BALASABAPATHY DHANAKOTI,BALASABAPATHY DHANAKOTI,03/17/2016 08:26 PM,"","",03/17/2016,03/17/2016,"",0,100,03/17/2016 03:09 PM,03/17/2016 08:26 PM,"",Screen / ??,B,03/17/2016,03/17/2016,S080,No,"",No,"","",RNTBCI,?????/Joint test,Abnormal,03/17/2016,Bug / ??,Implementation,SAMBIT BEDANTA,"","",JT,"",Lot3#1,"","","",No,"1. Login as GSV/Exp/Imp/RHQ
2. Enter the URL: http://10.244.24.90:8080/iOTDDRAGON/S080.jsf
3. Select Calendar year month, POR cd
4. Click Search.

Expected: POR should be the format: POR CD- POR DESCRIPTION.
Actual: POR description is missing in POR column in result grid.
"
5569,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,Lot: 3 - S080 'CK' column i smissing in result grid.,BALASABAPATHY DHANAKOTI,BALASABAPATHY DHANAKOTI,03/17/2016 08:27 PM,"","",03/17/2016,03/17/2016,"",0,100,03/17/2016 03:00 PM,03/17/2016 08:27 PM,"",Screen / ??,B,03/17/2016,03/17/2016,S080,No,"",No,"","",RNTBCI,?????/Joint test,Abnormal,03/17/2016,Defective Design / ????,Implementation,SAMBIT BEDANTA,"","",JT,"",Lot3#1,"","","",No,"1. Login as GSV/Exp/Imp/RHQ
2. Enter the URL: http://10.244.24.90:8080/iOTDDRAGON/S080.jsf
3. Select Calendar year month, POR cd
4. Click Search.

Expected: Result grid should appear with: ck column for checkboxes for each record, Production Order Receiver, Order take base period, Order take base period type cd, Event, Date, Time
Actual: CK column is missing."
5568,4865_Post DRAGON Core Development,Bug,"",Closed,High,B000040-Persistance exception,Testlink System,ANANTHA KRISHNAN,03/18/2016 09:31 PM,"","",03/17/2016,03/18/2016,"",0,100,03/17/2016 02:56 PM,03/18/2016 09:31 PM,"",Batch / ???,A,03/17/2016,"",B000040,No,"",No,"","",RNTBCI,?????/Joint test,normal,03/17/2016,Bug / ??,Implementation,SAMBIT BEDANTA,"","",JT,"",LOT3#3,"","","",No,"Execute the batch normally and check for the insertion in weekly production order trn.

Actual:
Batch ended with exception."
5567,4865_Post DRAGON Core Development,Bug,"",Feedback,Normal,S074 - Day wise Editable option,HARIHARAKUMARAN SOLAISAMY,HARIHARAKUMARAN SOLAISAMY,03/21/2016 03:26 PM,"","",03/17/2016,"","",0,50,03/17/2016 02:36 PM,"","",Screen / ??,B,"","",S074,No,"",No,"","",NML,?????/Integration Test,normal,"",Not a Defect - As Excpected / ????,"","","","","","","","","","",No,"Based on Parameter setting, day wise OCF allocation editable operation is not working as per specification.

PLANT LINE SUMMARY - No
 Change all the S038 fields as Editable
PLANT LINE SUMMARY - Yes
Set the Day row, which is extracted PARAMETER_MST.VALUE1 as Editable.										
Set other rows as non editable.
					
But currently all day rows are editable and able to save the data.

Please find the attached screen shot ."
5566,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,Lot 3: S080 - Date format is wrong in downloaded file,BALASABAPATHY DHANAKOTI,BALASABAPATHY DHANAKOTI,03/17/2016 11:07 PM,"","",03/17/2016,03/18/2016,"",0,100,03/17/2016 02:32 PM,03/17/2016 11:07 PM,"",Screen / ??,C,03/17/2016,03/18/2016,S080,No,"",No,"","",RNTBCI,?????/Joint test,Abnormal,03/17/2016,Bug / ??,Implementation,SAMBIT BEDANTA,"","",JT,"",Lot3#1,"","","",No,"1. Login as GSV.
2. Enter the url: http://10.244.24.90:8080/iOTDDRAGON/S080.jsf
3. Search for records.
4. Click Download button and open the excel file.

Expected: Date format should be as: 01-Jan-2016 (WED).
Actual: It is as 01-01-2016 WED. Month should be in names and day should be in brackets.
"
5564,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,"Lot 3: S080 - Alignment of Event, Date, Time columns is wrong in downloaded file",BALASABAPATHY DHANAKOTI,BALASABAPATHY DHANAKOTI,03/17/2016 08:32 PM,"","",03/17/2016,03/18/2016,"",0,100,03/17/2016 02:23 PM,03/17/2016 08:32 PM,"",Screen / ??,C,03/17/2016,03/18/2016,S080,No,"",No,"","",RNTBCI,?????/Joint test,Abnormal,03/17/2016,Not a Defect - As Excpected / ????,Implementation,SAMBIT BEDANTA,"","",JT,"",Lot3#1,"","","",No,"1. Login as GSV.
2. Enter the url: http://10.244.24.90:8080/iOTDDRAGON/S080.jsf
3. Search for records.
4. Click Download button and open the excel file.

Expected: Event, Date, Time columns should be center aligned.
Actual: Those are aligned left.
"
5562,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,Lot 3: S080 - Order take base period type code alignment is wrong in downloaded file,BALASABAPATHY DHANAKOTI,BALASABAPATHY DHANAKOTI,03/17/2016 08:33 PM,"","",03/17/2016,03/18/2016,"",0,100,03/17/2016 02:20 PM,03/17/2016 08:33 PM,"",Screen / ??,C,03/17/2016,03/18/2016,S080,No,"",No,"","",RNTBCI,?????/Joint test,Abnormal,03/17/2016,Bug / ??,Implementation,SAMBIT BEDANTA,"","",JT,"",Lot3#1,"","","",No,"1. Login as GSV.
2. Enter the url: http://10.244.24.90:8080/iOTDDRAGON/S080.jsf
3. Search for records.
4. Click Download button and open the excel file.

Expected: Order take base period type code should be center aligned.
Actual: It is aligned left
"
5561,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,Lot 3: S080 - Order take base period format is wrong in downloaded file,BALASABAPATHY DHANAKOTI,BALASABAPATHY DHANAKOTI,03/17/2016 11:08 PM,"","",03/17/2016,03/18/2016,"",0,100,03/17/2016 02:16 PM,03/17/2016 11:08 PM,"",Screen / ??,C,03/17/2016,03/18/2016,S080,No,"",No,"","",RNTBCI,?????/Joint test,Abnormal,03/17/2016,Bug / ??,Implementation,SAMBIT BEDANTA,"","",JT,"",Lot3#1,"","","",No,"1. Login as GSV.
2. Enter the url: http://10.244.24.90:8080/iOTDDRAGON/S080.jsf
3. Search for records.
4. Click Download button and open the excel file.

Expected: Order take base period shoudl be in the format: 'YYYY-MM' (e.g. 2014-01)
Actual: It is as: 'YYYYMM'. Hyphen is missing in between."
5559,4865_Post DRAGON Core Development,Bug,"",Closed,Normal,Lot 3: S080 - POR is not getting downloaded with its description in downloaded file,BALASABAPATHY DHANAKOTI,BALASABAPATHY DHANAKOTI,03/17/2016 08:34 PM,"","",03/17/2016,03/17/2016,"",0,100,03/17/2016 02:08 PM,03/17/2016 08:34 PM,"",Screen / ??,B,03/17/2016,03/17/2016,S080,No,"",No,"","",RNTBCI,?????/Joint test,Abnormal,03/17/2016,Bug / ??,Implementation,SAMBIT BEDANTA,"","",JT,"",lot3#1,"","","",No,"1. Login as GSV.
2. Enter the url: http://10.244.24.90:8080/iOTDDRAGON/S080.jsf
3. Search for records.
4. Click Download button and open the excel file.

Expected: POR should be downloaded with its description.
Actual: Only POR code appears.
"
